"sous_groupe";"id_aliment";"nom";"calories_kcal_100g";"proteines_g_100g";"glucides_g_100g";"lipides_g_100g";"sucres_g_100g";"ag_satures_g_100g";"fibres_g_100g";"sel_g_100g";"sodium_mg_100g";"calcium_mg_100g";"fer_mg_100g";"magnesium_mg_100g";"potassium_mg_100g";"zinc_mg_100g";"vitamine_d_µg_100g";"vitamine_e_mg_100g";"vitamine_b1_mg_100g";"vitamine_b2_mg_100g";"vitamine_b3_mg_100g";"vitamine_b5_mg_100g";"vitamine_b12_µg_100g";"eau_g_100g"
"pâtes, riz et céréales";"9105";"Riz blanc étuvé, cuit, sans sel ajouté";"146";"2.95";"31.7";"0.56";"0.11";"0.074";"1.1";"0.0059";"2.35";"11.1";"0.1";"10";"41.7";"0.1";"0";"0";"0.07";"0.019";"0.4";"0.15";"0";"63.5"
"pâtes, riz et céréales";"9107";"Riz blanc, précuit, cuit, sans sel ajouté";"0";"0";"28.1";"1.3";"0";"0";"1";"0.0025";"1";"18";"0.2";"11";"54";"0.7";"0";"0";"0.01";"0";"0.9";"0.1";"0";"68"
"pâtes, riz et céréales";"9108";"Riz sauvage, cru";"344";"11.1";"69.2";"0.94";"0.9";"0.15";"5.9";"0.0068";"2.7";"6.95";"1";"90.1";"298";"3.7";"0";"0";"0.41";"0.15";"3.5";"1.1";"0";"11.5"
"pâtes, riz et céréales";"9109";"Riz rouge, cru";"352";"7.97";"70.6";"3";"0";"0";"4.5";"0.028";"11";"13.5";"1";"130";"288";"2.1";"0";"0";"0.26";"0.06";"1.7";"1.1";"0";"12.4"
"pâtes, riz et céréales";"9110";"Riz rouge, cuit, sans sel ajouté";"141";"3.45";"28.2";"0.69";"0";"0";"4";"0.0088";"3.5";"19.9";"1";"54.5";"75.4";"1";"0";"0";"0.11";"0.05";"0.05";"0.29";"0";"63.1"
"pâtes, riz et céréales";"9111";"Riz sauvage, cuit, sans sel ajouté";"102";"3.8";"19.7";"0.34";"0.73";"0.049";"1.8";"0.0075";"3";"3";"0.6";"32";"101";"1.34";"0";"0";"0.052";"0.087";"1.29";"0.15";"0";"73.9"
"pâtes, riz et céréales";"9113";"Riz semi-complet, cuit, sans sel ajouté";"165";"3.63";"34.4";"1";"0";"0.22";"1.7";"0.063";"25";"6.99";"0.3";"29.7";"37.2";"0.86";"0";"0";"0.079";"0.1";"0.34";"0.1";"0";"58.8"
"pâtes, riz et céréales";"9119";"Riz thaï ou basmati, cru";"351";"7.08";"78.4";"0.63";"0";"0.18";"1.06";"0.032";"14.2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12.5"
"pâtes, riz et céréales";"9121";"Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru";"355";"7.14";"78.1";"1";"0.5";"0.2";"1.5";"0.025";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12.2"
"pâtes, riz et céréales";"9124";"Riz thaï, cuit, sans sel ajouté";"143";"2.38";"31.4";"0.8";"0";"0.14";"0.5";"0.04";"16";"5.82";"0.25";"3.83";"14.7";"0.57";"0.25";"0";"0.079";"0.1";"0.2";"0.12";"0";"65.1"
"pâtes, riz et céréales";"9125";"Riz basmati, cuit, sans sel ajouté";"148";"3.03";"32.9";"0.4";"0";"0.14";"0.5";"0.045";"18";"7";"0.25";"5.26";"14";"0.51";"0.25";"0";"0.079";"0.1";"0.2";"0.07";"0";"63.3"
"biscuits apéritifs";"9230";"Pop-corn ou maïs éclaté, à l'huile, salé";"477";"8.3";"50.2";"24.6";"2.02";"11.9";"10.6";"2.61";"1100";"9.6";"2.3";"0";"182";"2.48";"0";"0";"0.097";"0.07";"1.43";"0.28";"0";"3.33"
"biscuits apéritifs";"9231";"Pop-corn ou maïs éclaté, sans huile, non salé";"419";"11";"59.7";"12.3";"0.6";"4.57";"12.8";"0.02";"8";"7";"3.19";"144";"329";"3.08";"0";"0";"0.1";"0.083";"2.31";"0.51";"0";"2.95"
"biscuits apéritifs";"9232";"Pop-corn ou maïs éclaté, au caramel";"421";"6.53";"73.2";"9.83";"35.9";"3.8";"6.8";"0.08";"18.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"pâtes, riz et céréales";"9310";"Avoine, crue";"378";"16.9";"55.7";"6.9";"1.2";"1.22";"10.6";"0.005";"2";"54";"4.72";"177";"429";"3.97";"0";"0";"0.76";"0.14";"0.96";"1.35";"0";"8.22"
"pâtes, riz et céréales";"9313";"Flocons d'avoine bouillis/cuits à l'eau";"69.1";"2.54";"10.3";"1.52";"0.23";"0.31";"1.7";"0.01";"4";"9";"0.9";"27";"70";"1";"0";"0";"0.076";"0.016";"0.23";"0.31";"0";"83.6"
"pâtes, riz et céréales";"9320";"Orge complète, crue";"334";"12.5";"56.2";"2.3";"0.8";"0.48";"17.3";"0.03";"12";"33";"3.6";"133";"452";"2.77";"0";"0";"0.65";"0.29";"4.6";"0.28";"0";"9.44"
"pâtes, riz et céréales";"9321";"Orge perlée, crue";"346";"9.91";"68.6";"1.16";"0.8";"0.24";"9.1";"0.023";"9";"29";"2.5";"79";"280";"2.13";"0";"0";"0.19";"0.11";"4.6";"0.28";"0";"10.1"
"pâtes, riz et céréales";"9322";"Orge perlée, bouilli/cuite à l'eau, sans sel ajouté";"119";"2.26";"24.4";"0.44";"0.28";"0.093";"3.8";"0.0075";"3";"11";"1.33";"22";"93";"0.82";"0";"0";"0.083";"0.062";"2.06";"0.14";"0";"68.8"
"pâtes, riz et céréales";"9330";"Mil complet, cru";"360";"11";"64.3";"4.22";"0";"0.72";"8.5";"0.013";"5";"8";"3.01";"114";"195";"1.68";"0";"0";"0.42";"0.29";"4.72";"0.85";"0";"8.67"
"pâtes, riz et céréales";"9331";"Mil, cuit, sans sel ajouté";"116";"3.51";"22.4";"1";"0.13";"0.17";"1.3";"0.005";"2";"3";"0.63";"44";"62";"0.91";"0";"0";"0.11";"0.082";"1.33";"0.17";"0";"71.4"
"pâtes, riz et céréales";"9340";"Quinoa, cru";"358";"13.2";"58.1";"6.07";"0";"0.71";"7";"0.013";"5";"47";"4.57";"197";"563";"3.1";"0";"0";"0.36";"0.32";"1.52";"0.77";"0";"13.3"
"pâtes, riz et céréales";"9341";"Quinoa, bouilli/cuit à l'eau, sans sel ajouté";"149";"4.66";"27.9";"1.1";"0.87";"0.14";"3.8";"0.015";"6";"23";"1.6";"71";"220";"1.2";"0";"0";"0.14";"0.014";"0.2";"0.61";"0";"61.6"
"pâtes, riz et céréales";"9345";"Amarante, crue";"369";"13.5";"58.6";"7.02";"1.68";"1.46";"6.7";"0.01";"4";"159";"7.61";"248";"508";"2.87";"0";"0";"0.12";"0.2";"0.92";"1.46";"0";"11.3"
"pâtes, riz et céréales";"9360";"Sorgho complet, cru";"349";"10.6";"65.4";"3.46";"2.48";"0.61";"6.7";"0.005";"2";"13";"3.36";"165";"363";"1.67";"0";"0";"0.33";"0.096";"3.69";"0.37";"0";"12.4"
"pâtes, riz et céréales";"9380";"Sarrasin complet, cru";"362";"13.3";"67.5";"3.4";"0";"0.74";"4";"0.0025";"1";"18";"2.2";"231";"460";"2.4";"0";"0";"0.1";"0.43";"7.02";"1.23";"0";"9.75"
"pâtes, riz et céréales";"9390";"Seigle complet, cru";"332";"10.3";"60.8";"1.63";"0.98";"0.2";"15.1";"0.005";"2";"24";"2.63";"110";"510";"2.65";"0";"0";"0.32";"0.25";"4.27";"1.46";"0";"10.6"
"farines";"9410";"Farine de blé tendre ou froment T110";"343";"9.61";"68.6";"1.5";"1.6";"0.27";"6.8";"0.13";"5";"27";"2.2";"73";"280";"1.9";"0.25";"0";"0.26";"0.01";"0.1";"0.48";"0";"12.4"
"farines";"9415";"Farine de blé tendre ou froment T150";"342";"11.4";"64.9";"1.52";"1.77";"0.22";"10.2";"0.035";"14";"31.9";"2.7";"85.1";"407";"2.5";"0";"1.04";"0.34";"0.11";"3.48";"1.02";"0";"10.7"
"farines";"9435";"Farine de blé tendre ou froment T65";"346";"10";"71.5";"1";"1.5";"0";"3.5";"0.03";"12";"25.3";"1.31";"30.4";"176";"0.8";"0";"0.5";"0.19";"0.05";"1.46";"0.5";"0";"13.2"
"farines";"9436";"Farine de blé tendre ou froment T55 (pour pains)";"350";"9.03";"73.7";"1";"1.5";"0.19";"3.2";"0.13";"5";"23";"1";"27";"180";"0.81";"0.25";"0";"0.15";"0.01";"0.1";"0.56";"0";"12.5"
"farines";"9437";"Farine de blé tendre ou froment avec levure incorporée";"350";"9.12";"74";"1";"2.5";"0.5";"2.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"farines";"9440";"Farine de blé tendre ou froment T45 (pour pâtisserie)";"355";"8.44";"76.5";"0.82";"0.44";"0.13";"2.5";"0.098";"39";"21.2";"1.38";"22.5";"144";"0.75";"0";"0";"0.12";"0.031";"0.89";"0.84";"0";"11.3"
"farines";"9445";"Farine de blé tendre ou froment T80";"355";"9.95";"73.2";"1.18";"1.77";"0.17";"4.2";"0.0068";"2.72";"25.4";"1.5";"45.6";"206";"1.3";"0";"0.79";"0.26";"0.06";"1.5";"0.5";"0";"10.7"
"farines";"9480";"Farine d'épeautre (grand épeautre)";"352";"11.4";"64";"3";"1.3";"0.5";"9.3";"0.13";"5";"31";"3";"92";"360";"2.8";"0.25";"0";"0.29";"0.01";"0.64";"0.71";"0";"10.8"
"farines";"9510";"Amidon de maïs ou fécule de maïs";"365";"0.26";"90.4";"0.05";"0";"0.009";"0.9";"0.023";"9";"2";"0.47";"3";"3";"0.06";"0";"0";"0";"0";"0";"0";"0";"8.32"
"farines";"9520";"Farine de riz";"357";"7.62";"73.9";"2.5";"0.9";"0.46";"3.3";"0.13";"5";"9.5";"0.79";"110";"270";"1.4";"0.25";"0";"0.33";"0.01";"0.1";"0.97";"0";"11.4"
"farines";"9530";"Farine de seigle T170";"315";"15.9";"44.8";"2.22";"2.31";"0.27";"23.8";"0.005";"2";"37";"4.97";"160";"717";"5.04";"0";"0";"0.32";"0.25";"4.27";"1.46";"0";"10.8"
"farines";"9532";"Farine de seigle T85";"345";"9.82";"68.7";"1.33";"0.93";"0.15";"8";"0.005";"2";"13";"0.91";"32";"224";"1.33";"0";"0";"0.33";"0.09";"0.8";"0.67";"0";"11.4"
"farines";"9533";"Farine de seigle T130";"344";"7.24";"70.9";"1.12";"1.59";"0.22";"9.5";"0.0091";"3.63";"23.8";"1.8";"64.6";"356";"1.9";"0";"0";"0.3";"0.072";"0.77";"0.45";"0";"9.9"
"farines";"9540";"Farine de sarrasin";"348";"11.5";"68.4";"2.19";"0.03";"0.58";"4.2";"0.06";"24";"23.8";"2.5";"157";"577";"2.3";"0";"0";"0.42";"0.19";"4.75";"1.45";"0";"12.1"
"farines";"9545";"Farine de maïs";"362";"5.59";"80.9";"1.39";"0.64";"0.17";"1.9";"0.0025";"1";"2";"0.91";"18";"90";"0.37";"0";"0";"0.074";"0.058";"2.66";"0.052";"0";"9.81"
"farines";"9550";"Farine d'orge";"337";"10.5";"64.4";"1.6";"0.8";"0.34";"10.1";"0.01";"4";"32";"2.68";"96";"309";"2";"0";"0";"0.37";"0.11";"6.27";"0.15";"0";"12.1"
"farines";"9555";"Farine de millet";"350";"10.2";"63.2";"4.1";"0.5";"0.76";"9.7";"0.13";"5";"12";"3.8";"140";"280";"3.1";"0.25";"0";"0.45";"0.043";"0.1";"0.74";"0";"10.3"
"farines";"9570";"Farine de châtaigne";"362";"5.69";"70.4";"3.43";"0";"0.52";"12.6";"0";"0";"61.6";"0.1";"67.9";"0";"1.1";"0";"0";"0";"0";"2.1";"1.53";"0";"5.52"
"farines";"9580";"Farine de pois chiche";"359";"22.4";"47";"6.69";"10.9";"0.69";"10.8";"0.16";"64";"45";"4.86";"166";"846";"2.81";"0";"0";"0.49";"0.11";"1.76";"0.61";"0";"10.3"
"pâtes, riz et céréales";"9610";"Semoule de blé dur, crue";"350";"11.8";"69.8";"1.28";"1";"0.23";"3.7";"0.0025";"1";"17";"1.23";"47";"186";"1.05";"0";"0";"0.28";"0.08";"3.31";"0.58";"0";"12.7"
"pâtes, riz et céréales";"9612";"Mélange de céréales et légumes secs, cru";"354";"13.7";"59";"4";"4.5";"0.5";"11";"0.99";"397";"0";"0";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pâtes, riz et céréales";"9614";"Polenta ou semoule de maïs, précuite, à cuire";"350";"7.88";"74";"1.8";"0";"0";"3.2";"0.0043";"1.7";"1.55";"1";"35";"144";"1";"0";"0";"0.07";"0.06";"0.05";"0.39";"0";"12.6"
"pâtes, riz et céréales";"9615";"Polenta ou semoule de maïs, cuite, sans sel ajouté";"76.1";"1.38";"16.9";"0.3";"0.1";"0.01";"1.6";"0.01";"5";"4.7";"0.21";"4";"24";"0.11";"0";"0";"0.015";"0.01";"0.1";"0.049";"0.03";"79.9"
"aides culinaires";"9621";"Son de blé";"270";"14.8";"22.7";"3.88";"2.39";"0.82";"42.9";"0.015";"6";"73";"10.6";"611";"1180";"7.27";"0";"0";"0.52";"0.58";"13.6";"2.18";"0";"9.89"
"aides culinaires";"9640";"Son d'avoine";"361";"16.8";"50.6";"6.52";"2.23";"1.16";"16.7";"0.016";"6.5";"58";"5.41";"235";"566";"3.11";"0";"0";"1.17";"0.22";"0.93";"1.49";"0";"6.55"
"aides culinaires";"9641";"Son de maïs";"226";"8.36";"6.65";"0.92";"0";"0.13";"79";"0.018";"7";"42";"2.79";"64";"44";"1.56";"0";"0";"0.01";"0.1";"2.74";"0.64";"0";"4.71"
"aides culinaires";"9643";"Son de riz";"398";"14";"28";"20.9";"0.9";"4.17";"21";"0.013";"5";"57";"18.5";"781";"1490";"6.04";"0";"0";"2.75";"0.28";"34";"7.39";"0";"6.13"
"aides culinaires";"9660";"Germe de blé";"375";"27.2";"35.1";"9.5";"10";"1.83";"16.3";"0.018";"7.2";"54";"8.9";"250";"990";"14";"0.25";"0";"1.32";"0.14";"1.68";"1.35";"0";"7.5"
"pâtes, riz et céréales";"9681";"Graine de couscous (semoule de blé dur précuite), à cuire";"366";"12.3";"72.7";"1.32";"3.5";"0.26";"4.5";"0.018";"7";"24";"1.08";"44";"166";"0.83";"0";"0";"0.16";"0.078";"3.49";"1.24";"0";"8.56"
"pâtes, riz et céréales";"9683";"Semoule ou graine de couscous, cuite, sans sel ajouté";"164";"5.81";"31";"0.9";"3.36";"0.21";"2.8";"0.038";"15";"15";"0.76";"25.9";"133";"0.75";"0";"0";"0.09";"0.1";"0.2";"0.16";"0";"59"
"pâtes, riz et céréales";"9685";"Semoule ou graine de couscous complète, cuite, sans sel ajouté";"142";"4.28";"26.8";"1";"1.38";"0.21";"3.7";"0.04";"16";"14";"0.74";"28.3";"136";"0.83";"0";"0";"0.1";"0.1";"0.22";"0.17";"0";"63.8"
"pâtes, riz et céréales";"9686";"Semoule ou graine de couscous semi-complète, cuite, sans sel ajouté";"170";"5.59";"32.4";"1";"1.15";"0.22";"3.2";"0.02";"8";"20.4";"1.1";"37.4";"166";"1.3";"0";"0";"0.11";"0.1";"0.22";"0.19";"0";"57.2"
"pâtes, riz et céréales";"9690";"Boulgour de blé, cru";"347";"11.7";"65.8";"1.42";"0.41";"0.23";"10.5";"0.043";"17";"35";"2.46";"164";"410";"1.93";"0";"0";"0.23";"0.12";"5.11";"1.05";"0";"9"
"pâtes, riz et céréales";"9691";"Boulgour de blé, cuit, sans sel ajouté";"131";"4.31";"24.1";"1";"0";"0.16";"3.7";"0.033";"13";"30.9";"0.67";"28.5";"67.1";"0.82";"0";"0";"0.079";"0.1";"0.29";"0.11";"0";"66.5"
"pâtes, riz et céréales";"9810";"Pâtes sèches, standard, crues";"364";"12";"72.7";"1.6";"2.58";"0.33";"2.91";"0.016";"6.2";"21";"1.3";"53";"223";"1.41";"0";"0.067";"0.09";"0.06";"1.7";"0.43";"0";"9.9"
"pâtes, riz et céréales";"9811";"Pâtes sèches, standard, cuites, sans sel ajouté";"167";"6.1";"31.4";"1.1";"0.87";"0.2";"2.2";"0.048";"19";"18";"0.68";"21.9";"52.1";"0.51";"0";"0";"0.079";"0.1";"0.2";"0.1";"0.014";"58.9"
"pâtes, riz et céréales";"9815";"Pâtes fraîches, aux oeufs, crues";"283";"10.1";"53.8";"1.87";"2.54";"0.49";"3.17";"0.35";"156";"35";"1.29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pâtes, riz et céréales";"9816";"Pâtes fraîches, aux oeufs, cuites, sans sel ajouté";"168";"5.76";"32";"1.3";"0";"0";"1.5";"0.042";"16.8";"24.1";"1.1";"20.9";"61";"1";"0.2";"0";"0.07";"0.06";"0.21";"0.37";"0.24";"59.1"
"pâtes, riz et céréales";"9821";"Pâtes sèches, aux oeufs, crues";"381";"14";"68";"4.72";"2.19";"1.34";"3.15";"0.085";"34";"35";"1.9";"58";"244";"1.92";"0.3";"0";"0.17";"0.09";"2.1";"0.91";"0.29";"9.01"
"pâtes, riz et céréales";"9822";"Pâtes sèches, aux oeufs, cuites, sans sel ajouté";"134";"4.57";"23";"2";"0.8";"0.42";"2";"0.01";"5";"23";"0.57";"16";"25";"0.53";"0.25";"0";"0.02";"0.014";"0.1";"0.2";"0.14";"68.1"
"pâtes, riz et céréales";"9824";"Pâtes sèches, sans gluten, cuites, sans sel ajouté";"163";"3.09";"34.4";"1.1";"0.49";"0.29";"1";"0.015";"5.9";"9.6";"0.48";"23";"32";"0.46";"0";"0";"0.04";"0.01";"0.15";"0.17";"0.09";"60.1"
"pâtes, riz et céréales";"9863";"Pâtes ou nouilles asiatiques sèches, au blé et aux oeufs, nature, crues";"371";"11.9";"71";"3";"0.5";"1";"4";"0.99";"397";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pâtes, riz et céréales";"9870";"Pâtes sèches, au blé complet, crues";"353";"11.8";"67.6";"2.2";"1.8";"0.36";"6.1";"0.016";"6.2";"32.1";"3.2";"82.2";"378";"1.9";"0";"0";"0.25";"0.07";"0.87";"0.66";"0";"11"
"pâtes, riz et céréales";"9871";"Pâtes sèches, au blé complet, cuites, sans sel ajouté";"179";"7.35";"31.3";"1.4";"0.94";"0.27";"5.1";"0.055";"22";"25.1";"1.5";"45.8";"98.7";"1.4";"0";"0";"0.1";"0.1";"0.23";"0.16";"0.021";"54.3"
"pâtes, riz et céréales";"9874";"Pâtes sèches, sans gluten, crues";"358";"6.06";"79";"1.5";"0.5";"0.3";"1";"0.0078";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pâtes, riz et céréales";"9875";"Pâtes sèches, sans gluten (à base de riz et maïs), cuites, sans sel ajouté";"170";"3.15";"36.6";"0.8";"0";"0.35";"1.3";"0.013";"5";"9.6";"0.13";"8.6";"15";"0.19";"0";"0";"0.015";"0.01";"0.1";"0.058";"0";"58"
"pâtes, riz et céréales";"9876";"Pâtes sèches, sans gluten (à base de lentilles corail), cuites, sans sel ajouté";"168";"11.7";"25.1";"0.8";"1.03";"0.16";"4.9";"0.013";"5";"29";"2.7";"59";"240";"1.8";"0";"0";"0.12";"0.01";"0.21";"0.29";"0";"56.8"
"pâtes, riz et céréales";"9877";"Pâtes sèches, semi-complètes, cuites, sans sel ajouté";"173";"5.71";"31.8";"1.2";"0.99";"0.22";"4.5";"0.038";"15";"22.2";"1";"37.3";"98.9";"1";"0";"0";"0.08";"0.1";"0.21";"0.11";"0";"56"
"pâtes, riz et céréales";"9900";"Vermicelles de riz sèches, crues";"365";"7.44";"80.5";"1";"0";"0.3";"1.2";"0.03";"12";"14.2";"1";"13";"20.3";"1.3";"0";"0";"0.05";"0.05";"0.05";"0.22";"0";"9.5"
"pâtes, riz et céréales";"9901";"Vermicelle de riz, cuite, sans sel ajouté";"86.6";"1.43";"20.1";"0.5";"0.2";"0.01";"0.5";"0.024";"9.5";"5.2";"0.08";"1.3";"2.2";"0.15";"0.25";"0";"0.015";"0.01";"0.1";"0.054";"0";"77.8"
"pâtes, riz et céréales";"9902";"Vermicelles de soja sèches, crues";"343";"0.29";"84.7";"0.14";"0";"0";"1.6";"0.039";"15.6";"25.2";"1";"9.6";"13.2";"1";"0";"0";"0.05";"0.05";"0.05";"1.1";"0";"13.1"
"pâtes, riz et céréales";"9903";"Vermicelle de soja, cuite, sans sel ajouté";"60";"0.29";"14.4";"0.1";"0";"0";"0.8";"0.0063";"2.5";"14.2";"1";"2.9";"1.2";"1";"0";"0";"0.05";"0.05";"0.05";"0.11";"0";"84.4"
"mollusques et crustacés cuits";"10000";"Bigorneau, cuit";"109";"16.3";"3.01";"3.5";"0";"0.26";"0";"0.48";"193";"0.2";"0.01";"310";"0.3";"0.05";"0.25";"0";"0.034";"0.061";"1.3";"0.28";"60.7";"74.9"
"mollusques et crustacés crus";"10001";"Calmar ou calamar ou encornet, cru";"77";"14.4";"2.17";"1.19";"0";"0.28";"0";"0.61";"243";"17.5";"0.2";"44.2";"227";"1.13";"0.36";"0";"0.04";"0.032";"1.57";"0.24";"3.15";"80.9"
"produits à base de poissons et produits de la mer";"10002";"Calmar ou calamar ou encornet, à la romaine (beignet), préemballé";"229";"8.69";"26.7";"9.5";"2.5";"1";"1";"2.13";"852";"32.1";"1";"20.4";"88.8";"1";"0.2";"0";"0.05";"1.1";"0.56";"0.3";"1.2";"51.5"
"mollusques et crustacés crus";"10003";"Coquille Saint-Jacques, noix et corail, crue";"83";"17";"0.78";"1.31";"0";"0.19";"0";"0.48";"191";"220";"1.16";"51.4";"388";"2.91";"0.5";"0";"0.04";"0.14";"1.9";"0.4";"4.99";"79.3"
"mollusques et crustacés cuits";"10004";"Coquille Saint-Jacques, noix et corail, cuite";"110";"20.2";"3.22";"1.77";"0";"0.32";"0";"0.46";"183";"17.1";"1.4";"62.8";"348";"2.89";"0";"0";"0.046";"0.037";"0.99";"0.26";"8.39";"73"
"produits à base de poissons et produits de la mer";"10005";"Crabe, miettes et ou pattes décortiquées, appertisé, égoutté";"97.8";"18.1";"4.16";"0.96";"0";"0.19";"0";"1.64";"656";"120";"3.15";"32";"105";"8.8";"0";"0";"0.05";"0.22";"1.4";"0.71";"13.5";"74.7"
"mollusques et crustacés cuits";"10006";"Crevette grise, cuite";"89.4";"19.4";"0.47";"1.1";"0";"0.31";"0";"1.47";"458";"1000";"0.79";"53";"97";"2.4";"0.25";"0";"0.015";"0.28";"0.49";"0.11";"12.6";"74.7"
"mollusques et crustacés cuits";"10007";"Crevette, cuite";"91.3";"20.5";"0.2";"0.79";"0";"0.25";"0";"1.61";"640";"177";"2.24";"50";"253";"0.97";"0.25";"0";"0.02";"0.05";"1.65";"0.11";"1.52";"74.9"
"mollusques et crustacés crus";"10008";"Escargot, cru";"77.9";"16.1";"1.29";"0.92";"0";"0.19";"0";"0.35";"138";"90";"2.6";"48.3";"35";"1.17";"0.5";"0";"0.02";"0.12";"1.7";"0";"0.92";"79.1"
"mollusques et crustacés cuits";"10009";"Homard, bouilli/cuit à l'eau";"90.9";"19.6";"0.11";"1.32";"0";"0.21";"0";"0.9";"361";"68.8";"0.63";"34.2";"208";"2.96";"0";"0";"0.051";"0.029";"1.61";"1.43";"1.64";"76.5"
"mollusques et crustacés crus";"10010";"Homard, cru";"85.5";"17.9";"0.94";"1.15";"0";"0.2";"0";"0.9";"361";"68.8";"0.45";"34.2";"204";"2.96";"0";"0";"0.038";"0.038";"1.7";"1.47";"3.78";"77.9"
"mollusques et crustacés crus";"10011";"Huître, sans précision, crue";"67.2";"8.64";"3.86";"1.91";"0";"0.34";"0";"1.45";"578";"92.7";"2.18";"90.2";"175";"22.5";"0.5";"0";"0.037";"0.15";"1.95";"0.65";"28.6";"83.3"
"produits à base de poissons et produits de la mer";"10012";"Langoustine, panée, frite";"282";"10.9";"29";"13.6";"0";"1.5";"0";"1.65";"660";"0";"1.7";"24";"130";"0.6";"0";"0";"0.11";"0.04";"1.2";"0.26";"1";"44.6"
"mollusques et crustacés cuits";"10013";"Moule, bouillie/cuite à l'eau";"108";"17.2";"5.12";"2.09";"0";"0.37";"0";"0.8";"322";"59.4";"3.99";"66.6";"166";"2.85";"0.34";"0";"0.04";"0.29";"1.16";"0.28";"17.6";"74.1"
"mollusques et crustacés crus";"10014";"Moule commune, crue";"71.8";"11.2";"2.69";"1.82";"0";"0.44";"0";"0.85";"339";"51.5";"6.78";"31";"276";"2.36";"0";"0";"0.11";"0.23";"1.6";"0.44";"12.3";"82.7"
"mollusques et crustacés crus";"10015";"Langouste, crue";"86.9";"17.7";"1.07";"1.34";"0";"0.25";"0";"0.45";"180";"60.6";"1.12";"30.3";"340";"5.69";"0";"1.47";"0.044";"0.097";"3.06";"0.35";"3.5";"78.6"
"mollusques et crustacés crus";"10016";"Seiche, crue";"76.3";"16.2";"0.51";"1.05";"0";"0.37";"0";"0.93";"372";"37.1";"2.74";"31";"351";"1.81";"0";"0";"0.057";"0.37";"2.1";"0.5";"2.5";"80.6"
"mollusques et crustacés crus";"10017";"Clam, praire ou palourde, cru";"80.5";"11.5";"2.66";"2.65";"0";"0.21";"0";"0.82";"329";"46";"7.81";"19";"180";"0.96";"0";"0";"0.048";"0.13";"1.08";"0.15";"11.3";"81.1"
"mollusques et crustacés crus";"10018";"Poulpe, cru";"60.1";"12.9";"0.97";"0.5";"0";"0.16";"0";"0.68";"271";"50.1";"2.32";"33";"265";"2.36";"0.5";"0";"0.048";"0.059";"3.2";"0.5";"15";"85.4"
"mollusques et crustacés crus";"10019";"Bulot ou buccin, cru";"131";"23.8";"7.61";"0.57";"0";"0.16";"0";"0.52";"206";"57";"5.02";"86";"347";"1.62";"0";"0";"0.028";"0.11";"1.08";"0.21";"9.07";"66"
"mollusques et crustacés cuits";"10020";"Bulot ou buccin, cuit";"97.7";"20.7";"2.69";"0.47";"0";"0.072";"0";"0.97";"387";"64.5";"0.64";"144";"173";"1.58";"0.5";"0";"0.04";"0.096";"1.44";"0.41";"4.61";"74.1"
"mollusques et crustacés crus";"10021";"Crevette, crue";"99";"19.7";"3.21";"0.84";"0";"0.22";"0";"0.45";"182";"84.8";"3.21";"49.8";"278";"2.81";"0.2";"1.7";"0.035";"0.03";"3.2";"0.37";"1";"74.3"
"mollusques et crustacés cuits";"10022";"Langouste, bouillie/cuite à l'eau";"106";"21.8";"1.3";"1.52";"0";"0.26";"0";"0.46";"182";"65.5";"1.36";"51";"208";"7.27";"0.5";"1.5";"0.009";"0.056";"4.9";"0.4";"4.04";"0"
"produits à base de poissons et produits de la mer";"10023";"Beignet de crevette";"260";"6.5";"35.5";"10";"11";"0.5";"1";"1.9";"770";"77";"1";"18.1";"102";"0.5";"0";"0";"0";"0";"0";"0";"0";"44.6"
"mollusques et crustacés crus";"10024";"Langoustine, crue";"89.8";"19.1";"1.53";"0.79";"0";"0.27";"0";"0.72";"287";"41.5";"2.92";"43.3";"505";"3.4";"0";"0";"0.13";"0.01";"2";"1.5";"0.9";"76.5"
"mollusques et crustacés cuits";"10025";"Crabe ou tourteau, bouilli/cuit à l'eau";"124";"19.5";"1.79";"4.29";"0";"0.55";"0";"1.23";"478";"53";"1.62";"55";"248";"4.42";"0";"0";"0.084";"0.53";"2.1";"0.73";"6.79";"72.3"
"mollusques et crustacés crus";"10026";"Moule de Méditerranée, crue";"68.7";"10.7";"2.77";"1.67";"0";"0";"0";"0";"0";"88";"10.9";"44";"382";"4.6";"0";"0";"0";"0";"0";"0";"0";"83.7"
"mollusques et crustacés cuits";"10027";"Clam, praire ou palourde, bouilli/cuit à l'eau";"99.2";"16.2";"5.33";"1.48";"0";"0.14";"0";"1.56";"625";"72.5";"9.67";"12.9";"432";"2.05";"0";"1";"0.11";"0.29";"2.03";"0.47";"39.5";"74.1"
